Debtor,Tuition fees up to date,1st_sem_enrolled,1st_sem_evaluations,1st_sem_approved,1st_sem_grade,1st_sem_without_evaluations,1st_sem_failed,1st_sem_pass_rate,2nd_sem_enrolled,2nd_sem_evaluations,2nd_sem_approved,2nd_sem_grade,2nd_sem_without_evaluations,2nd_sem_failed,2nd_sem_pass_rate,total_failed,avg_grade,Target,WarningScore,WarningLevel
0,1,5,6,5,6.0,0,0,0.8333,5,6,5,6.166666666666667,0,0,0.8333,0,6.0833,Graduate,0.12067279999999998,LOW
0,1,7,9,6,6.466666666666666,0,1,0.6667,7,7,6,6.858333333333334,0,1,0.8571,2,6.6625,Enrolled,0.178196,MEDIUM
0,1,6,15,5,5.928571428571429,0,1,0.3333,6,17,5,5.285714285714286,0,1,0.2941,2,5.6071,Enrolled,0.28307760000000004,MEDIUM
0,1,6,7,6,6.416666666666667,0,0,0.8571,6,9,4,6.7,0,2,0.4444,2,6.5583,Graduate,0.2810208,MEDIUM
0,0,5,9,3,5.666666666666667,0,2,0.3333,5,8,2,6.75,0,3,0.25,5,6.2083,Enrolled,0.4709968,HIGH
0,1,6,6,6,6.333333333333333,0,0,1.0,6,8,6,7.1875,0,0,0.75,0,6.7604,Graduate,0.1477504,LOW
0,1,5,6,5,6.2,0,0,0.8333,5,9,5,6.714285714285714,0,0,0.5556,0,6.4571,Graduate,0.1894576,MEDIUM
1,0,7,7,0,0.0,0,7,0.0,7,7,1,5.0,0,6,0.1429,13,2.5,Dropout,0.728568,HIGH
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,5,10,1,5.0,0,4,0.1,5,8,2,6.0,2,3,0.25,7,5.5,Dropout,0.44999999999999996,HIGH
0,1,5,8,5,5.5,0,0,0.625,5,5,5,5.8,0,0,1.0,0,5.65,Graduate,0.1344,LOW
1,0,6,13,3,5.833333333333333,0,3,0.2308,6,11,3,6.0,0,3,0.2727,6,5.9167,Dropout,0.49771920000000003,HIGH
1,1,6,6,4,6.375,0,2,0.6667,5,5,0,0.0,0,5,0.0,7,3.1875,Dropout,0.713504,HIGH
0,1,5,5,5,7.4,0,0,1.0,5,5,5,7.9,0,0,1.0,0,7.65,Graduate,0.0564,LOW
0,1,7,9,5,6.964,0,2,0.5556,8,9,7,7.171428571428571,0,1,0.7778,3,7.0677,Graduate,0.21370319999999998,MEDIUM
0,0,6,7,4,6.5,0,2,0.5714,6,7,5,6.9,0,1,0.7143,3,6.7,Dropout,0.32634399999999997,MEDIUM
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,5,9,2,5.75,0,3,0.2222,5,11,3,7.166666666666667,1,2,0.2727,5,6.4583,Enrolled,0.3554088,MEDIUM
0,1,6,6,6,5.833333333333333,0,0,1.0,6,8,5,6.6,0,1,0.625,1,6.2167,Graduate,0.2257992,MEDIUM
0,1,7,8,6,6.758333333333333,0,1,0.75,8,9,7,6.885714285714286,0,1,0.7778,2,6.822,Graduate,0.17404799999999998,MEDIUM
0,1,6,6,6,5.75,0,0,1.0,6,7,6,6.642857142857143,0,0,0.8571,0,6.1964,Graduate,0.13129840000000004,LOW
0,1,6,7,5,6.166666666666667,0,1,0.7143,6,7,6,6.416666666666667,0,0,0.8571,1,6.2917,Graduate,0.1532872,LOW
0,1,6,6,6,6.833333333333333,0,0,1.0,6,6,6,7.083333333333333,0,0,1.0,0,6.9583,Graduate,0.07300079999999999,LOW
0,1,8,10,6,5.916666666666667,0,2,0.6,8,10,6,5.916666666666667,0,2,0.6,4,5.9167,Enrolled,0.2819992,MEDIUM
0,1,6,11,4,7.0,0,2,0.3636,6,12,3,5.5,0,3,0.25,5,6.25,Enrolled,0.373632,HIGH
0,1,5,7,5,7.357142857142857,0,0,0.7143,5,5,5,7.9,0,0,1.0,0,7.6286,Graduate,0.0797696,LOW
0,1,5,12,5,5.3,0,0,0.4167,5,10,5,5.5,0,0,0.5,0,5.4,Dropout,0.19706400000000002,MEDIUM
0,1,7,9,7,6.522222222222222,0,0,0.7778,8,10,8,6.7975,0,0,0.8,0,6.6599,Graduate,0.11393839999999998,LOW
0,1,6,10,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
0,1,6,9,5,6.5,0,1,0.5556,11,13,10,6.45,0,1,0.7692,2,6.475,Dropout,0.19861600000000004,MEDIUM
0,1,8,8,8,7.4675,0,0,1.0,8,8,8,7.4675,0,0,1.0,0,7.4675,Graduate,0.060779999999999994,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled,1.0,HIGH
0,1,7,8,6,6.566666666666666,0,1,0.75,8,12,7,6.110714285714286,0,1,0.5833,2,6.3387,Graduate,0.23454719999999996,MEDIUM
0,1,6,7,6,6.0,0,0,0.8571,6,7,6,6.0,0,0,0.8571,0,6.0,Graduate,0.118864,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled,1.0,HIGH
0,1,6,6,5,5.7,0,1,0.8333,6,8,1,5.0,0,5,0.125,6,5.35,Enrolled,0.516596,HIGH
0,1,6,6,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Enrolled,0.7,HIGH
0,1,7,10,5,5.95,0,2,0.5,8,10,5,5.5,0,3,0.5,5,5.725,Dropout,0.3326,MEDIUM
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,1.0,HIGH
0,1,6,8,6,6.285714285714286,0,0,0.75,6,7,6,6.214285714285714,0,0,0.8571,0,6.25,Graduate,0.12143199999999998,LOW
1,1,5,8,5,5.6,0,0,0.625,5,10,4,5.375,3,1,0.4,1,5.4875,Dropout,0.36130000000000007,MEDIUM
0,1,6,7,6,6.0,0,0,0.8571,6,8,5,5.4,0,1,0.625,1,5.7,Enrolled,0.22105199999999997,MEDIUM
0,1,5,9,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Enrolled,0.7,HIGH
0,1,7,8,7,5.9875,0,0,0.875,8,8,8,6.875,0,0,1.0,0,6.4313,Graduate,0.0956488,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,1.0,HIGH
0,1,6,12,3,5.833333333333333,0,3,0.25,6,12,1,6.0,0,5,0.0833,8,5.9167,Dropout,0.5046752,HIGH
0,1,6,8,6,6.166666666666667,0,0,0.75,6,11,3,6.166666666666667,0,3,0.2727,3,6.1667,Graduate,0.35564320000000005,MEDIUM
1,1,5,8,3,5.166666666666667,0,2,0.375,5,11,3,5.428571428571429,0,2,0.2727,4,5.2976,Dropout,0.46150160000000007,HIGH
0,1,6,8,4,5.25,0,2,0.5,6,11,1,5.5,0,5,0.0909,7,5.375,Dropout,0.515548,HIGH
1,1,6,6,6,6.833333333333333,0,0,1.0,6,6,6,6.666666666666667,0,0,1.0,0,6.75,Graduate,0.178,MEDIUM
0,1,7,7,7,7.421428571428571,0,0,1.0,8,9,8,7.527777777777778,0,0,0.8889,0,7.4746,Graduate,0.09171759999999998,LOW
0,1,6,8,6,6.0,0,0,0.75,6,6,6,5.833333333333333,0,0,1.0,0,5.9167,Graduate,0.11799920000000003,LOW
0,1,6,8,5,6.1,0,1,0.625,6,7,5,6.1,0,1,0.7143,2,6.1,Dropout,0.206456,MEDIUM
0,1,1,1,0,0.0,1,1,0.0,5,0,0,0.0,0,5,0.0,6,0.0,Dropout,0.5800000000000001,HIGH
1,1,12,17,6,6.083333333333333,0,6,0.3529,12,14,10,6.65,0,2,0.7143,8,6.3667,Dropout,0.5018232,HIGH
0,1,5,6,5,6.0,0,0,0.8333,5,8,3,5.666666666666667,0,2,0.375,2,5.8333,Enrolled,0.3149968000000001,MEDIUM
0,1,6,7,6,5.5,0,0,0.8571,6,11,5,5.5,0,1,0.4545,1,5.5,Graduate,0.273592,MEDIUM
0,1,8,8,7,6.54,0,1,0.875,8,8,7,6.54,0,1,0.875,2,6.54,Graduate,0.16304000000000002,LOW
0,1,5,7,4,5.25,0,1,0.5714,5,7,5,5.8,0,0,0.7143,1,5.525,Graduate,0.19454400000000002,MEDIUM
0,1,6,9,6,5.333333333333333,1,0,0.6667,6,6,5,5.6,0,1,0.8333,1,5.4667,Graduate,0.17879920000000002,MEDIUM
0,1,5,6,4,7.0,0,1,0.6667,5,5,5,6.9,0,0,1.0,1,6.95,Enrolled,0.12986399999999998,LOW
1,1,5,9,2,5.0,0,3,0.2222,5,9,0,0.0,0,5,0.0,8,2.5,Enrolled,0.7066640000000001,HIGH
0,1,7,18,0,0.0,0,7,0.0,7,7,0,0.0,0,7,0.0,14,0.0,Dropout,0.7,HIGH
0,0,6,6,6,7.0,0,0,1.0,6,6,6,6.75,0,0,1.0,0,6.875,Graduate,0.17500000000000002,MEDIUM
0,1,6,7,2,6.0,1,4,0.2857,6,6,0,0.0,0,6,0.0,10,3.0,Dropout,0.662284,HIGH
0,1,6,12,3,6.333333333333333,0,3,0.25,6,14,0,0.0,1,6,0.0,9,3.1667,Dropout,0.6239992000000001,HIGH
0,1,8,11,8,5.9375,0,0,0.7273,6,7,6,6.166666666666667,0,0,0.8571,0,6.0521,Graduate,0.12799760000000002,LOW
0,1,5,9,5,7.0,0,0,0.5556,5,11,3,6.625,0,2,0.2727,2,6.8125,Enrolled,0.286816,MEDIUM
0,1,6,6,6,6.833333333333333,0,0,1.0,6,6,6,6.666666666666667,0,0,1.0,0,6.75,Graduate,0.078,LOW
0,1,7,7,7,6.875,0,0,1.0,8,9,8,7.23888888888889,0,0,0.8889,0,7.0569,Graduate,0.10174240000000001,LOW
0,1,5,7,5,7.1,2,0,0.7143,5,7,5,6.9,0,0,0.7143,0,7.0,Enrolled,0.117712,LOW
1,0,7,10,4,5.98,0,3,0.4,7,7,0,0.0,0,7,0.0,10,2.99,Dropout,0.7762399999999999,HIGH
0,1,10,12,8,6.4375,0,2,0.6667,9,14,5,6.7,0,4,0.3571,6,6.5687,Dropout,0.40236720000000004,HIGH
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,1.0,HIGH
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
0,1,18,19,18,7.31578947368421,0,0,0.9474,13,14,13,7.115384615384615,1,0,0.9286,0,7.2156,Graduate,0.08050560000000004,LOW
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
1,1,10,12,10,6.5,0,0,0.8333,11,11,11,6.136363636363636,0,0,1.0,0,6.3182,Graduate,0.2016992,MEDIUM
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
0,1,6,15,4,7.1,0,2,0.2667,6,17,4,6.625,0,2,0.2353,4,6.8625,Dropout,0.32142,MEDIUM
0,1,7,9,6,6.633333333333333,0,1,0.6667,7,10,5,6.15,0,2,0.5,3,6.3917,Dropout,0.2766032,MEDIUM
0,1,7,12,6,5.833333333333333,0,1,0.5,7,10,3,6.5,0,4,0.3,5,6.1667,Enrolled,0.3779992000000001,HIGH
0,1,6,8,6,6.928571428571429,0,0,0.75,6,6,6,7.5,0,0,1.0,0,7.2143,Graduate,0.08685680000000001,LOW
0,1,5,9,3,6.5,0,2,0.3333,5,11,3,5.5,0,2,0.2727,4,6.0,Enrolled,0.33964000000000005,MEDIUM
0,1,5,6,5,6.7,0,0,0.8333,5,5,5,6.4,0,0,1.0,0,6.55,Graduate,0.096136,LOW
0,1,6,6,6,6.333333333333333,0,0,1.0,6,7,6,6.285714285714286,0,0,0.8571,0,6.3095,Graduate,0.12858400000000003,LOW
0,1,7,7,6,6.258333333333333,1,1,0.8571,7,7,6,6.258333333333333,1,1,0.8571,2,6.2583,Dropout,0.1726648,MEDIUM
0,1,7,11,6,5.808333333333334,0,1,0.5455,7,7,7,6.5,0,0,1.0,1,6.1542,Enrolled,0.15865919999999997,LOW
0,1,6,13,2,5.0,0,4,0.1538,6,12,4,5.375,0,2,0.3333,6,5.1875,Enrolled,0.416532,HIGH
0,1,5,11,3,5.166666666666667,0,2,0.2727,5,10,3,5.333333333333333,0,2,0.3,4,5.25,Enrolled,0.348184,MEDIUM
0,1,5,12,5,6.571428571428571,2,0,0.4167,5,6,5,5.7,0,0,0.8333,0,6.1357,Graduate,0.15274320000000002,LOW
0,1,5,5,5,6.3,0,0,1.0,5,5,5,7.0,0,0,1.0,0,6.65,Graduate,0.0804,LOW
0,1,6,12,3,5.5,0,3,0.25,6,12,2,5.5,0,4,0.1667,7,5.5,Dropout,0.46132399999999996,HIGH
0,1,5,8,5,5.4,0,0,0.625,5,9,4,5.625,2,1,0.4444,1,5.5125,Graduate,0.24826800000000004,MEDIUM
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,1.0,HIGH
0,1,5,5,5,6.4,0,0,1.0,5,5,5,7.1,0,0,1.0,0,6.75,Graduate,0.078,LOW
0,1,6,15,6,7.083333333333333,0,0,0.4,6,13,6,6.1,0,0,0.4615,0,6.5917,Graduate,0.1728792,MEDIUM
0,1,7,12,5,6.05,0,2,0.4167,7,0,0,0.0,0,7,0.0,9,3.025,Dropout,0.6474040000000001,HIGH
0,1,6,7,6,7.083333333333333,0,0,0.8571,6,17,5,6.88888888888889,0,1,0.2941,1,6.9861,Graduate,0.28283759999999997,MEDIUM
0,1,6,8,5,6.4,0,1,0.625,6,7,5,6.7,0,1,0.7143,2,6.55,Enrolled,0.195656,MEDIUM
0,1,6,7,6,6.5,0,0,0.8571,6,6,6,6.833333333333333,0,0,1.0,0,6.6667,Graduate,0.0914312,LOW
0,1,7,7,7,6.733571428571428,0,0,1.0,8,9,8,7.505555555555556,0,0,0.8889,0,7.1196,Graduate,0.10023759999999998,LOW
0,1,7,9,7,6.61875,0,0,0.7778,8,9,7,6.871428571428572,0,1,0.7778,1,6.7451,Dropout,0.1436696,LOW
0,1,6,6,6,6.166666666666667,0,0,1.0,6,6,6,6.5,0,0,1.0,0,6.3333,Graduate,0.08800079999999999,LOW
0,1,5,7,5,6.2,0,0,0.7143,5,5,5,7.3,0,0,1.0,0,6.75,Graduate,0.10085599999999997,LOW
0,1,7,8,5,7.0,0,2,0.625,7,7,0,0.0,0,7,0.0,9,3.5,Dropout,0.661,HIGH
0,1,9,15,9,5.833333333333333,0,0,0.6,7,8,7,5.857142857142857,0,0,0.875,0,5.8452,Graduate,0.14171519999999999,LOW
1,0,6,7,5,6.0,0,1,0.7143,6,9,4,6.25,0,2,0.4444,3,6.125,Dropout,0.404284,HIGH
0,1,5,7,4,6.1,0,1,0.5714,5,5,4,5.75,0,1,0.8,2,5.925,Graduate,0.208088,MEDIUM
1,1,6,6,6,7.416666666666667,0,0,1.0,6,6,6,7.416666666666667,0,0,1.0,0,7.4167,Graduate,0.1619992,LOW
0,1,7,9,5,6.594,0,2,0.5556,8,9,7,6.446428571428571,0,1,0.7778,3,6.5202,Enrolled,0.2268432,MEDIUM
0,1,7,8,7,8.5625,0,0,0.875,8,8,8,8.79375,0,0,1.0,0,8.6781,Graduate,0.04172559999999999,LOW
0,1,7,7,6,6.333333333333333,0,1,0.8571,7,7,6,6.333333333333333,0,1,0.8571,2,6.3333,Graduate,0.17086479999999998,MEDIUM
0,1,6,8,6,6.333333333333333,0,0,0.75,6,10,5,6.0,0,1,0.5,1,6.1667,Graduate,0.23199920000000002,MEDIUM
1,0,5,8,0,0.0,0,5,0.0,5,7,0,0.0,0,5,0.0,10,0.0,Enrolled,0.7999999999999999,HIGH
0,1,6,7,6,5.666666666666667,0,0,0.8571,6,6,6,5.75,0,0,1.0,0,5.7083,Graduate,0.11443279999999999,LOW
0,1,7,10,7,6.8025,0,0,0.7,8,11,8,6.165625,0,0,0.7273,0,6.4841,Graduate,0.13019760000000002,LOW
0,1,6,10,5,6.0,0,1,0.5,6,9,5,5.4,0,1,0.5556,2,5.7,Graduate,0.238752,MEDIUM
0,1,5,10,0,0.0,0,5,0.0,5,10,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,6,8,5,5.6,0,1,0.625,6,12,3,5.833333333333333,0,3,0.25,4,5.7167,Dropout,0.38779920000000007,HIGH
0,1,5,10,5,6.6875,0,0,0.5,5,9,5,7.083333333333333,0,0,0.5556,0,6.8854,Graduate,0.15030240000000003,LOW
0,1,7,8,6,6.931666666666668,0,1,0.75,8,9,7,7.089285714285714,0,1,0.7778,2,7.0105,Graduate,0.16952399999999998,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled,1.0,HIGH
0,1,5,6,5,6.2,0,0,0.8333,5,6,5,6.7,0,0,0.8333,0,6.45,Graduate,0.111872,LOW
0,1,6,11,3,6.166666666666667,0,3,0.2727,6,10,5,5.416666666666667,0,1,0.5,4,5.7917,Enrolled,0.3191832,MEDIUM
0,1,6,7,6,6.666666666666667,0,0,0.8571,6,8,5,5.9,0,1,0.625,1,6.2833,Graduate,0.2070528,MEDIUM
0,1,6,10,3,6.333333333333333,0,3,0.3,6,12,3,5.0,0,3,0.25,6,5.6667,Dropout,0.4099992,HIGH
0,1,6,8,6,6.0,0,0,0.75,6,10,4,5.75,0,2,0.4,2,5.875,Dropout,0.297,MEDIUM
0,1,5,5,5,5.3,0,0,1.0,5,5,5,5.9,0,0,1.0,0,5.6,Graduate,0.10560000000000001,LOW
0,1,6,8,6,6.125,0,0,0.75,6,7,6,5.928571428571429,0,0,0.8571,0,6.0268,Graduate,0.1267888,LOW
0,1,6,10,4,5.5,0,2,0.4,6,9,6,5.916666666666667,0,0,0.6667,2,5.7083,Graduate,0.23766479999999998,MEDIUM
0,1,6,11,5,5.5,0,1,0.4545,6,9,5,6.3,0,1,0.5556,2,5.9,Graduate,0.23759199999999997,MEDIUM
0,1,6,6,6,6.583333333333333,0,0,1.0,6,9,6,6.5,0,0,0.6667,0,6.5417,Dropout,0.1763232,MEDIUM
0,1,7,9,7,6.427777777777777,0,0,0.7778,8,12,7,6.380555555555556,0,1,0.5833,1,6.4042,Graduate,0.20631120000000003,MEDIUM
0,1,7,8,7,7.459375,0,0,0.875,8,8,8,7.6775,0,0,1.0,0,7.5684,Graduate,0.06835840000000001,LOW
0,1,6,13,4,5.75,0,2,0.3077,6,10,3,5.5,0,3,0.3,5,5.625,Dropout,0.36792400000000003,MEDIUM
0,1,5,5,5,7.1,0,0,1.0,5,5,5,7.1,0,0,1.0,0,7.1,Graduate,0.06960000000000001,LOW
0,1,6,6,6,6.25,0,0,1.0,6,7,6,6.5,0,0,0.8571,0,6.375,Graduate,0.127012,LOW
1,1,1,1,0,0.0,0,1,0.0,6,0,0,0.0,0,6,0.0,7,0.0,Enrolled,0.71,HIGH
0,1,6,10,5,5.833333333333333,0,1,0.5,6,12,4,5.5,0,2,0.3333,3,5.6667,Graduate,0.3206752,MEDIUM
0,1,8,8,7,7.128571428571428,0,1,0.875,8,8,7,7.128571428571428,0,1,0.875,2,7.1286,Graduate,0.14891360000000003,LOW
0,1,6,13,3,6.0,0,3,0.2308,6,12,2,5.666666666666667,0,4,0.1667,7,5.8333,Dropout,0.45102080000000005,HIGH
0,1,5,13,4,5.625,1,1,0.3077,5,11,4,5.25,0,1,0.3636,2,5.4375,Enrolled,0.27579600000000004,MEDIUM
0,1,7,8,7,6.228571428571428,0,0,0.875,8,8,8,6.78125,0,0,1.0,0,6.5049,Graduate,0.09388239999999999,LOW
0,1,7,7,6,5.841666666666666,0,1,0.8571,7,7,6,5.841666666666666,0,1,0.8571,2,5.8417,Graduate,0.1826632,MEDIUM
0,1,6,10,3,5.833333333333333,0,3,0.3,6,8,5,6.0,0,1,0.625,4,5.9167,Graduate,0.3039992,MEDIUM
1,0,6,8,4,5.875,0,2,0.5,6,6,6,6.583333333333333,0,0,1.0,2,6.2292,Dropout,0.2904992,MEDIUM
0,1,5,6,3,5.833333333333333,0,2,0.5,5,6,4,6.75,0,1,0.6667,3,6.2917,Enrolled,0.2456632,MEDIUM
0,1,6,9,5,6.6,0,1,0.5556,6,10,5,6.0,0,1,0.5,2,6.3,Graduate,0.23547200000000001,MEDIUM
0,1,7,8,4,5.975,0,3,0.5,7,8,4,5.975,0,3,0.5,6,5.975,Dropout,0.35660000000000003,MEDIUM
0,1,6,8,5,6.2,0,1,0.625,6,12,5,5.2,0,1,0.4167,2,5.7,Dropout,0.281524,MEDIUM
0,1,7,8,6,7.175,0,1,0.75,8,10,6,7.291666666666667,0,2,0.6,3,7.2333,Dropout,0.2384008,MEDIUM
0,1,21,21,21,6.30952380952381,0,0,1.0,19,19,19,6.394736842105263,0,0,1.0,0,6.3521,Graduate,0.08754959999999999,LOW
0,1,6,7,6,6.333333333333333,0,0,0.8571,6,7,6,6.583333333333333,1,0,0.8571,0,6.4583,Enrolled,0.10786480000000001,LOW
1,0,6,6,5,6.0,0,1,0.8333,6,6,0,0.0,0,6,0.0,7,3.0,Dropout,0.737996,HIGH
0,0,6,6,6,6.083333333333333,0,0,1.0,6,6,0,0.0,0,6,0.0,6,3.0417,Dropout,0.7269992,HIGH
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
1,0,5,9,3,5.0,0,2,0.3333,5,9,3,5.285714285714286,0,2,0.3333,4,5.1429,Dropout,0.44324240000000004,HIGH
1,0,10,18,8,5.75,0,2,0.4444,6,12,4,5.0,0,2,0.3333,4,5.375,Enrolled,0.45100399999999996,HIGH
0,1,7,7,6,6.525,0,1,0.8571,7,7,6,6.525,0,1,0.8571,2,6.525,Graduate,0.16626399999999997,LOW
0,1,6,10,2,5.5,0,4,0.2,6,6,0,0.0,0,6,0.0,10,2.75,Dropout,0.6580000000000001,HIGH
0,1,6,7,6,5.75,0,0,0.8571,6,6,6,6.0,0,0,1.0,0,5.875,Graduate,0.110432,LOW
0,1,6,7,6,6.0,0,0,0.8571,6,6,6,6.25,0,0,1.0,0,6.125,Graduate,0.104432,LOW
0,1,6,13,2,5.0,0,4,0.1538,5,12,1,5.0,0,4,0.0833,8,5.0,Enrolled,0.515132,HIGH
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,6,0,0,0.0,0,6,0.0,6,0,0,0.0,0,6,0.0,12,0.0,Dropout,0.7,HIGH
0,1,8,8,7,6.121428571428572,0,1,0.875,8,8,7,6.121428571428572,0,1,0.875,2,6.1214,Graduate,0.17308639999999997,MEDIUM
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,8,8,8,6.466875,0,0,1.0,8,8,8,6.466875,0,0,1.0,0,6.4669,Graduate,0.0847944,LOW
0,1,5,0,0,0.0,0,5,0.0,5,0,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,7,9,7,6.285714285714286,0,0,0.7778,7,8,7,7.214285714285714,0,0,0.875,0,6.75,Graduate,0.10577599999999998,LOW
0,1,3,4,3,5.908333333333334,0,0,0.75,3,3,3,5.666666666666667,0,0,1.0,0,5.7875,Enrolled,0.12109999999999999,LOW
0,1,5,9,4,6.875,0,1,0.4444,5,13,4,7.166666666666667,2,1,0.3077,2,7.0208,Graduate,0.25867280000000004,MEDIUM
