Debtor,Tuition fees up to date,1st_sem_enrolled,1st_sem_evaluations,1st_sem_approved,1st_sem_grade,1st_sem_without_evaluations,1st_sem_failed,1st_sem_pass_rate,2nd_sem_enrolled,2nd_sem_evaluations,2nd_sem_approved,2nd_sem_grade,2nd_sem_without_evaluations,2nd_sem_failed,2nd_sem_pass_rate,total_failed,avg_grade,Target
1,0,7,10,4,5.98,0,6,0.4,7,7,0,0.0,0,7,0.0,13,2.99,Dropout
0,1,10,12,8,6.4375,0,4,0.6667,9,14,5,0.0,0,9,0.3571,13,3.2188,Dropout
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,18,19,18,7.31578947368421,0,1,0.9474,13,14,13,0.0,1,1,0.9286,2,3.6579,Graduate
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
1,1,10,12,10,6.5,0,2,0.8333,11,11,11,0.0,0,0,1.0,2,3.25,Graduate
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,6,15,4,7.1,0,11,0.2667,6,17,4,0.0,0,13,0.2353,24,3.55,Dropout
0,1,7,9,6,6.633333333333333,0,3,0.6667,7,10,5,0.0,0,5,0.5,8,3.3167,Dropout
0,1,7,12,6,5.833333333333333,0,6,0.5,7,10,3,0.0,0,7,0.3,13,2.9167,Enrolled
0,1,6,8,6,6.928571428571429,0,2,0.75,6,6,6,0.0,0,0,1.0,2,3.4643,Graduate
0,1,5,9,3,6.5,0,6,0.3333,5,11,3,0.0,0,8,0.2727,14,3.25,Enrolled
0,1,5,6,5,6.7,0,1,0.8333,5,5,5,0.0,0,0,1.0,1,3.35,Graduate
0,1,6,6,6,6.333333333333333,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.1667,Graduate
0,1,7,7,6,6.258333333333333,1,1,0.8571,7,7,6,0.0,1,1,0.8571,2,3.1292,Dropout
0,1,7,11,6,5.808333333333334,0,5,0.5455,7,7,7,0.0,0,0,1.0,5,2.9042,Enrolled
0,1,6,13,2,5.0,0,11,0.1538,6,12,4,0.0,0,8,0.3333,19,2.5,Enrolled
0,1,5,11,3,5.166666666666667,0,8,0.2727,5,10,3,0.0,0,7,0.3,15,2.5833,Enrolled
0,1,5,12,5,6.571428571428571,2,7,0.4167,5,6,5,0.0,0,1,0.8333,8,3.2857,Graduate
0,1,5,5,5,6.3,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.15,Graduate
0,1,6,12,3,5.5,0,9,0.25,6,12,2,0.0,0,10,0.1667,19,2.75,Dropout
0,1,5,8,5,5.4,0,3,0.625,5,9,4,0.0,2,5,0.4444,8,2.7,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,5,5,6.4,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.2,Graduate
0,1,6,15,6,7.083333333333333,0,9,0.4,6,13,6,0.0,0,7,0.4615,16,3.5417,Graduate
0,1,7,12,5,6.05,0,7,0.4167,7,0,0,0.0,0,0,0.0,7,3.025,Dropout
0,1,6,7,6,7.083333333333333,0,1,0.8571,6,17,5,0.0,0,12,0.2941,13,3.5417,Graduate
0,1,6,8,5,6.4,0,3,0.625,6,7,5,0.0,0,2,0.7143,5,3.2,Enrolled
0,1,6,7,6,6.5,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.25,Graduate
0,1,7,7,7,6.733571428571428,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.3668,Graduate
0,1,7,9,7,6.61875,0,2,0.7778,8,9,7,0.0,0,2,0.7778,4,3.3094,Dropout
0,1,6,6,6,6.166666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.0833,Graduate
0,1,5,7,5,6.2,0,2,0.7143,5,5,5,0.0,0,0,1.0,2,3.1,Graduate
0,1,7,8,5,7.0,0,3,0.625,7,7,0,0.0,0,7,0.0,10,3.5,Dropout
0,1,9,15,9,5.833333333333333,0,6,0.6,7,8,7,0.0,0,1,0.875,7,2.9167,Graduate
1,0,6,7,5,6.0,0,2,0.7143,6,9,4,0.0,0,5,0.4444,7,3.0,Dropout
0,1,5,7,4,6.1,0,3,0.5714,5,5,4,0.0,0,1,0.8,4,3.05,Graduate
1,1,6,6,6,7.416666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.7083,Graduate
0,1,7,9,5,6.594,0,4,0.5556,8,9,7,0.0,0,2,0.7778,6,3.297,Enrolled
0,1,7,8,7,8.5625,0,1,0.875,8,8,8,0.0,0,0,1.0,1,4.2812,Graduate
0,1,7,7,6,6.333333333333333,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.1667,Graduate
0,1,6,8,6,6.333333333333333,0,2,0.75,6,10,5,0.0,0,5,0.5,7,3.1667,Graduate
1,0,5,8,0,0.0,0,8,0.0,5,7,0,0.0,0,7,0.0,15,0.0,Enrolled
0,1,6,7,6,5.666666666666667,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,2.8333,Graduate
0,1,7,10,7,6.8025,0,3,0.7,8,11,8,0.0,0,3,0.7273,6,3.4013,Graduate
0,1,6,10,5,6.0,0,5,0.5,6,9,5,0.0,0,4,0.5556,9,3.0,Graduate
0,1,5,10,0,0.0,0,10,0.0,5,10,0,0.0,0,10,0.0,20,0.0,Dropout
0,1,6,8,5,5.6,0,3,0.625,6,12,3,0.0,0,9,0.25,12,2.8,Dropout
0,1,5,10,5,6.6875,0,5,0.5,5,9,5,0.0,0,4,0.5556,9,3.3438,Graduate
0,1,7,8,6,6.931666666666668,0,2,0.75,8,9,7,0.0,0,2,0.7778,4,3.4658,Graduate
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Enrolled
0,1,5,6,5,6.2,0,1,0.8333,5,6,5,0.0,0,1,0.8333,2,3.1,Graduate
0,1,6,11,3,6.166666666666667,0,8,0.2727,6,10,5,0.0,0,5,0.5,13,3.0833,Enrolled
0,1,6,7,6,6.666666666666667,0,1,0.8571,6,8,5,0.0,0,3,0.625,4,3.3333,Graduate
0,1,6,10,3,6.333333333333333,0,7,0.3,6,12,3,0.0,0,9,0.25,16,3.1667,Dropout
0,1,6,8,6,6.0,0,2,0.75,6,10,4,0.0,0,6,0.4,8,3.0,Dropout
0,1,5,5,5,5.3,0,0,1.0,5,5,5,0.0,0,0,1.0,0,2.65,Graduate
0,1,6,8,6,6.125,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.0625,Graduate
0,1,6,10,4,5.5,0,6,0.4,6,9,6,0.0,0,3,0.6667,9,2.75,Graduate
0,1,6,11,5,5.5,0,6,0.4545,6,9,5,0.0,0,4,0.5556,10,2.75,Graduate
0,1,6,6,6,6.583333333333333,0,0,1.0,6,9,6,0.0,0,3,0.6667,3,3.2917,Dropout
0,1,7,9,7,6.427777777777777,0,2,0.7778,8,12,7,0.0,0,5,0.5833,7,3.2139,Graduate
0,1,7,8,7,7.459375,0,1,0.875,8,8,8,0.0,0,0,1.0,1,3.7297,Graduate
0,1,6,13,4,5.75,0,9,0.3077,6,10,3,0.0,0,7,0.3,16,2.875,Dropout
0,1,5,5,5,7.1,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.55,Graduate
0,1,6,6,6,6.25,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.125,Graduate
1,1,1,1,0,0.0,0,1,0.0,6,0,0,0.0,0,0,0.0,1,0.0,Enrolled
0,1,6,10,5,5.833333333333333,0,5,0.5,6,12,4,0.0,0,8,0.3333,13,2.9167,Graduate
0,1,8,8,7,7.128571428571428,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.5643,Graduate
0,1,6,13,3,6.0,0,10,0.2308,6,12,2,0.0,0,10,0.1667,20,3.0,Dropout
0,1,5,13,4,5.625,1,9,0.3077,5,11,4,0.0,0,7,0.3636,16,2.8125,Enrolled
0,1,7,8,7,6.228571428571428,0,1,0.875,8,8,8,0.0,0,0,1.0,1,3.1143,Graduate
0,1,7,7,6,5.841666666666666,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,2.9208,Graduate
0,1,6,10,3,5.833333333333333,0,7,0.3,6,8,5,0.0,0,3,0.625,10,2.9167,Graduate
1,0,6,8,4,5.875,0,4,0.5,6,6,6,0.0,0,0,1.0,4,2.9375,Dropout
0,1,5,6,3,5.833333333333333,0,3,0.5,5,6,4,0.0,0,2,0.6667,5,2.9167,Enrolled
0,1,6,9,5,6.6,0,4,0.5556,6,10,5,0.0,0,5,0.5,9,3.3,Graduate
0,1,7,8,4,5.975,0,4,0.5,7,8,4,0.0,0,4,0.5,8,2.9875,Dropout
0,1,6,8,5,6.2,0,3,0.625,6,12,5,0.0,0,7,0.4167,10,3.1,Dropout
0,1,7,8,6,7.175,0,2,0.75,8,10,6,0.0,0,4,0.6,6,3.5875,Dropout
0,1,21,21,21,6.30952380952381,0,0,1.0,19,19,19,0.0,0,0,1.0,0,3.1548,Graduate
0,1,6,7,6,6.333333333333333,0,1,0.8571,6,7,6,0.0,1,1,0.8571,2,3.1667,Enrolled
1,0,6,6,5,6.0,0,1,0.8333,6,6,0,0.0,0,6,0.0,7,3.0,Dropout
0,0,6,6,6,6.083333333333333,0,0,1.0,6,6,0,0.0,0,6,0.0,6,3.0417,Dropout
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
1,0,5,9,3,5.0,0,6,0.3333,5,9,3,0.0,0,6,0.3333,12,2.5,Dropout
1,0,10,18,8,5.75,0,10,0.4444,6,12,4,0.0,0,8,0.3333,18,2.875,Enrolled
0,1,7,7,6,6.525,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.2625,Graduate
0,1,6,10,2,5.5,0,8,0.2,6,6,0,0.0,0,6,0.0,14,2.75,Dropout
0,1,6,7,6,5.75,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,2.875,Graduate
0,1,6,7,6,6.0,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.0,Graduate
0,1,6,13,2,5.0,0,11,0.1538,5,12,1,0.0,0,11,0.0833,22,2.5,Enrolled
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,8,8,7,6.121428571428572,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.0607,Graduate
0,1,5,0,0,0.0,0,0,0.0,5,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,8,8,8,6.466875,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.2334,Graduate
0,1,5,0,0,0.0,0,0,0.0,5,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,7,9,7,6.285714285714286,0,2,0.7778,7,8,7,0.0,0,1,0.875,3,3.1429,Graduate
0,1,3,4,3,5.908333333333334,0,1,0.75,3,3,3,0.0,0,0,1.0,1,2.9542,Enrolled
0,1,5,9,4,6.875,0,5,0.4444,5,13,4,0.0,2,9,0.3077,14,3.4375,Graduate
0,1,6,8,6,5.583333333333333,0,2,0.75,6,6,6,0.0,0,0,1.0,2,2.7917,Graduate
0,1,8,8,7,6.162142857142856,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.0811,Graduate
1,1,6,6,6,6.083333333333333,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.0417,Graduate
0,1,6,11,5,5.571428571428571,0,6,0.4545,6,11,4,0.0,0,7,0.3636,13,2.7857,Graduate
0,1,6,9,4,5.5,0,5,0.4444,6,9,4,0.0,0,5,0.4444,10,2.75,Graduate
0,1,8,8,7,6.457142857142856,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.2286,Graduate
0,1,6,6,6,6.916666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.4583,Graduate
0,1,6,8,6,6.928571428571429,0,2,0.75,6,9,5,0.0,0,4,0.5556,6,3.4643,Graduate
0,1,6,7,6,6.857142857142857,0,1,0.8571,6,6,5,0.0,0,1,0.8333,2,3.4286,Dropout
0,1,8,8,7,6.321428571428571,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.1607,Graduate
0,1,7,7,6,6.458333333333333,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.2292,Graduate
0,1,6,8,6,7.8125,0,2,0.75,6,8,6,0.0,0,2,0.75,4,3.9062,Graduate
0,1,5,7,0,0.0,0,7,0.0,5,8,0,0.0,0,8,0.0,15,0.0,Dropout
0,1,6,8,6,5.857142857142857,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,2.9286,Graduate
0,1,7,10,6,6.0625,0,4,0.6,8,9,8,0.0,0,1,0.8889,5,3.0312,Enrolled
0,1,5,7,5,5.8,0,2,0.7143,5,5,5,0.0,0,0,1.0,2,2.9,Graduate
0,1,6,11,1,5.0,0,10,0.0909,6,6,0,0.0,6,6,0.0,16,2.5,Dropout
0,1,6,16,1,5.0,0,15,0.0625,6,13,0,0.0,0,13,0.0,28,2.5,Dropout
0,1,5,10,0,0.0,1,10,0.0,5,9,2,0.0,0,7,0.2222,17,0.0,Dropout
0,1,5,7,4,6.5,0,3,0.5714,5,8,3,0.0,0,5,0.375,8,3.25,Graduate
0,1,6,6,6,6.666666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.3333,Graduate
0,1,6,9,4,5.625,0,5,0.4444,6,13,2,0.0,0,11,0.1538,16,2.8125,Dropout
0,1,7,9,5,6.925,0,4,0.5556,8,9,7,0.0,0,2,0.7778,6,3.4625,Graduate
0,1,7,8,6,6.870833333333334,0,2,0.75,8,9,7,0.0,0,2,0.7778,4,3.4354,Graduate
0,1,6,7,6,7.666666666666667,0,1,0.8571,5,5,5,0.0,0,0,1.0,1,3.8333,Graduate
0,1,5,6,5,5.5,0,1,0.8333,5,5,5,0.0,0,0,1.0,1,2.75,Graduate
0,1,6,6,6,6.0,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.0,Graduate
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout
0,1,8,15,7,5.785714285714286,0,8,0.4667,8,15,7,0.0,0,8,0.4667,16,2.8929,Graduate
0,1,6,10,6,6.428571428571429,0,4,0.6,6,6,3,0.0,0,3,0.5,7,3.2143,Graduate
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout
0,1,5,5,5,6.5,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.25,Graduate
0,1,6,9,5,5.5,0,4,0.5556,6,8,5,0.0,0,3,0.625,7,2.75,Graduate
0,1,5,12,3,6.0,0,9,0.25,5,12,1,0.0,3,11,0.0833,20,3.0,Dropout
0,1,6,6,5,6.3,0,1,0.8333,6,6,6,0.0,0,0,1.0,1,3.15,Graduate
0,1,6,8,5,6.7,0,3,0.625,6,7,6,0.0,0,1,0.8571,4,3.35,Graduate
0,1,6,9,6,5.666666666666667,0,3,0.6667,6,9,6,0.0,0,3,0.6667,6,2.8333,Graduate
0,0,5,14,4,6.75,2,10,0.2857,5,10,4,0.0,0,6,0.4,16,3.375,Dropout
1,0,6,11,3,5.875,0,8,0.2727,6,14,3,0.0,0,11,0.2143,19,2.9375,Dropout
0,1,7,10,6,6.235714285714286,0,4,0.6,7,8,7,0.0,0,1,0.875,5,3.1179,Enrolled
0,1,17,19,11,6.454545454545454,0,8,0.5789,13,15,9,0.0,0,6,0.6,14,3.2273,Enrolled
0,1,5,5,5,5.8,0,0,1.0,5,5,5,0.0,0,0,1.0,0,2.9,Graduate
0,0,5,5,0,0.0,0,5,0.0,5,9,0,0.0,0,9,0.0,14,0.0,Dropout
0,1,10,13,9,6.45,0,4,0.6923,10,12,10,0.0,0,2,0.8333,6,3.225,Graduate
0,1,8,8,8,6.61,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.305,Graduate
0,1,8,8,7,6.575714285714286,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.2879,Graduate
1,0,6,13,3,6.375,0,10,0.2308,6,8,3,0.0,0,5,0.375,15,3.1875,Dropout
0,1,6,8,6,5.666666666666667,0,2,0.75,6,8,4,0.0,0,4,0.5,6,2.8333,Graduate
0,1,6,10,6,6.625,0,4,0.6,6,13,5,0.0,0,8,0.3846,12,3.3125,Graduate
0,1,6,7,5,6.2,0,2,0.7143,6,6,5,0.0,0,1,0.8333,3,3.1,Enrolled
0,1,6,6,6,7.5,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.75,Dropout
